Compound Number,File,RT [min],Precursor m/z (Da),Priority/Bonus,Adduct,InChIKey,SMILES
463,E_M17_posPFP_01,0.82,265.1911,Bonus,[M+H]+,XVPBINOPNYFXID-LHDUFFHYSA-N,C1CC2C3CCC[N+]4(C3C(CCC4)CN2C(=O)C1)[O-]
464,A_M12_negPFP_03,4.49,1409.6231,Bonus,[M+FA-H]-,MTICHQXHYUJVDV-FGZJIHLKSA-N,CC1C2C(C(C(O1)OC3C(C(COC3OC(=O)C45CCC(CC4C6=CCC7C(C6(CC5O)C)(CCC8C7(CC(C(C8(C)CO)OC9C(C(C(C(O9)CO)O)O)OC1C(C(C(C(O1)COC(=O)CC(CC(=O)O2)(C)O)O)O)O)O)C)C)(C)C)O)O)O)OC1C(C(C(CO1)O)O)O
465,A_M15_posPFP_01,2.59,222.1489,Bonus,[M+H]+,CAMHORNWWUQADP-LBPRGKRZSA-N,CC(C)CNC(=O)CC(C1=CC=CC=C1)O
466,A_M6_posPFP_01,5.9,403.2115,Bonus,[M+H]+,FYSHYFPJBONYCQ-QWHCGFSZSA-N,CC1CC2=CC(=C(C(=C2C3=C(C(=C(C=C3CC1C)OC)OC)OC)O)OC)OC
467,A_M17_posPFP_01,5.63,271.0601,Bonus,[M+H]+,HXAFEJLAMMEJCI-UHFFFAOYSA-N,COC(=O)C1=C2C(=CC=C1)OC3=CC=CC(=C3C2=O)O
468,A_M10_posPFP_01,1.77,309.1697,Bonus,[M+H]+,JQVHJLJCMWESHM-UHFFFAOYSA-N,CC(=O)OCC1(CC(C(=C)CCC=C(C(=O)C=C1)CO)O)C
469,A_M19_posPFP_01,3.06,275.0914,Bonus,[M+H]+,RFRQCFZIUNGRQV-UHFFFAOYSA-N,CC1(CCC2=C(O1)C(=O)C3=C(C=CC=C3O)C(=O)O2)C
470,A_M12_posPFP_02,6.22,367.2455,Bonus,[M+Na]+,RTRZNFRQFSTUCO-UHFFFAOYSA-N,CCCCCCC(CC(=O)OC(CCCCCC)CC(=O)OC)O
471,A_M14_posPFP_01,4.73,400.2694,Bonus,[M+NH4]+,PIJXGSFXLAPZBU-UHFFFAOYSA-N,CC1(C2CCC3CC2(CCC1C(C)(C)C(=O)OC)CC3(CO)O)CC(=O)O
472,A_M21_negPFP_03,1.69,565.1563,Bonus,[M-H]-,VAUYLVGYXZEEFW-KDPWZIHCSA-N,C1C(OC2=C(C1=O)C(=C(C(=C2)O)C3C(C(C(C(O3)CO)O)O)O)O)C4=CC=C(C=C4)OC5C(C(CO5)(CO)O)O
473,A_M19_negPFP_03,5.52,417.0827,Bonus,[M-H]-,WPAOSTUNVIZRNC-HXUWFJFHSA-N,CC1=CC(=C(C(=C1C(=O)OC)OC2=C(C(=C3C(OC(=O)C3=C2O)OC)C)O)C=O)O
474,A_M2_negPFP_03,3.19,399.1297,Bonus,[M-H]-,ZRFSFKIFDYASQA-LACBEWGXSA-N,CC(C)CC(=O)OCC1C(C(C(C(O1)OC2=C(C=CC(=C2)C(=O)O)O)O)O)O
475,E_M17_posPFP_01,3.21,273.0982,Bonus,[M+H]+,CLKZWXHKFXZIMA-UHFFFAOYSA-N,C1=CC(=CN=C1)CNC(=O)NC2=CC=C(C=C2)[N+](=O)[O-]
476,A_M17_posPFP_01,5.59,315.2278,Bonus,[M+H]+,IQHOCCKALNDTHC-ZDUSSCGKSA-N,CC(C)CCCCCCCCC(=O)NC(CC(=O)O)C(=O)N
477,A_M15_posPFP_01,5.89,235.1693,Bonus,[M+H]+,MQYVSPPZNQTARL-OAHLLOKOSA-N,CC1(CCCC2=CC=C(CCC21C)C(=O)O)C
478,A_M14_posPFP_01,5.9,415.2115,Bonus,[M+H]+,UAMUYXWJNMHHRV-PQTIKSFYSA-N,CCC(C)C=CC=CC(=O)OC1C=CC2=CC(=O)C(CC2(C1C)C)(C(=C)C(=O)O)O
479,A_M10_posPFP_01,6.05,377.1959,Bonus,[M+H]+,WTKBSOWHEPFXEG-ZDUSSCGKSA-N,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCCC(C)C(=O)OC)O
480,A_M19_posPFP_01,6.14,357.206,Bonus,[M+H]+,YYNSFXBSPOJKAH-UHFFFAOYSA-N,CCC(C)C=C(C)C=CC(=O)OC1C=CC2=CC(=O)C(=CC2(C1C)C)O
481,A_M12_posPFP_01,5.34,396.2381,Bonus,[M+NH4]+,FHBPNMGVDGKJOZ-UHFFFAOYSA-N,CC1=CC(=O)OC1(CC=C(C)CCC=C2CCC(OC2=O)C(C)(C)O)OC
482,A_M6_posPFP_01,5.9,644.3065,Bonus,[M+NH4]+,WTAMGABZURYMPQ-UHFFFAOYSA-N,CC=C(C)C(=O)OC1C(C(C2(C3CCC4(C(OC(=O)CC4=C3CC1(C2=O)O)C5=COC=C5)C)C)C(C(=O)OC)OC(=O)C)(C)C
483,A_M19_negPFP_03,6.3,469.2572,Bonus,[M-H]-,DIGHTWUQPWHBPG-UHFFFAOYSA-N,CCC(C)CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(CO)O)O
484,A_M2_negPFP_03,3.36,609.2917,Bonus,[M-H]-,ONMAWHWGRYJWEX-PBAAIBANSA-N,CC(C)CC(=O)OC1C(C(C(OC1OC2CC3(C4CCC5CC4(CCC3C(C2)(C(=O)O)C(=O)O)C(C5=C)O)C)CO)O)O
485,A_M21_negPFP_03,4.17,807.1414,Bonus,[M-H]-,RMIQRQLTVMQCLC-OOWHBKENSA-N,C1=CC(=C(C=C1C=CC(=O)OCC2C(C(C(C(O2)OC(=O)C=CC3=CC(=C(C=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O
486,A_M13_negPFP_03,0.72,219.0663,Bonus,[M-H]-,YFFBGKSSWQKSMK-LBPRGKRZSA-N,CC1(C2=C(C=CC1=O)C(=C(C=C2)O)CO)O
487,E_M17_posPFP_01,1.96,256.0596,Bonus,[M+H]+,YWTYJOPNNQFBPC-UHFFFAOYSA-N,C1CN(C(=N1)N[N+](=O)[O-])CC2=CN=C(C=C2)Cl
488,A_M21_negPFP_03,4.89,1087.5331,Bonus,[M+FA-H]-,HMQSPQLUUHPGBG-PQXYRCRZSA-N,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OCC3C(C(C(C(O3)OC(=O)C45CCC(=C)CC4C6=CCC7C8(CCC(C(C8CCC7(C6(CC5)C)C)(C)C)OC9C(C(C(CO9)O)O)O)C)O)O)O)CO)O)O)O
489,A_M17_posPFP_01,4.68,331.0812,Bonus,[M+H]+,JWOKGWICZPPYPX-UHFFFAOYSA-N,COC1=C(C(=C2C(=C1O)C(=O)C=C(O2)C3=CC=CC=C3O)OC)O
490,A_M15_posPFP_01,4.03,268.1543,Bonus,[M+H]+,RYZXGYYJJBGYNG-UHFFFAOYSA-N,CC1CCC2C1C(=O)OC(C2C)NC(=O)C3C(O3)C
491,A_M10_posPFP_01,6.37,411.3258,Bonus,[M+H]+,UOHNARRKDSHFLD-VILMZZEPSA-N,CC(C)C(C)C=CC(C)C1CCC2C1(CCC3=C2C(=O)C=C4C3(CCC(C4)O)C)C
492,A_M12_posPFP_01,3.65,430.2435,Bonus,[M+NH4]+,AKZZXWNFVQXXFN-DVMTYXMPSA-N,CC1CCC(C2(C1=CC(CC2)C(=C)C(=O)O)C)OC3C(C(C(C(O3)CO)O)O)O
493,A_M14_posPFP_01,6.02,478.2435,Bonus,[M+NH4]+,KDVYEAVKWMGOPV-CMJOXMDJSA-N,CC=CC1=CC(=C(C(=C1)OC)OC(C)C(C2=CC(=C(C(=C2)OC)OC)OC)OC(=O)C)OC
494,A_M7_posPFP_01,1.63,358.1496,Bonus,[M+NH4]+,KPYQJVYNSWDFQU-TXUJKZCJSA-N,COC(=O)C=CC1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O
495,A_M19_posPFP_01,1.77,578.2079,Bonus,[M+NH4]+,ZDGWEUBHJUPSEX-ASDNCSIPSA-N,COC1=C2C(=CC(=C1OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)O)O)CCC(=O)O)C=CO2
496,A_M15_negPFP_03,2.56,279.0874,Bonus,[M-H]-,CQXZVXNVRFIVCN-UHFFFAOYSA-N,CC(CC(CC1=CC2=CC(=CC(=C2C(=O)O1)O)O)O)O
497,A_M19_negPFP_03,4.42,971.4857,Bonus,[M-H]-,HELVNAROXHFAIE-WRJJPCEFSA-N,CC1C(C(C(C(O1)OC2C(C(OC(C2O)OC3C(CC4(C(C3(C)CO)CCC5(C4CC=C6C5(CCC7(C6CC(CC7)(C)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C)C)C)O)C(=O)O)O)O)O)O
498,A_M13_negPFP_03,5.65,345.0616,Bonus,[M-H]-,SNXYIHBATNUFDM-UHFFFAOYSA-N,CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=C(C(=C3)C(=O)O)C)OC)O)O
499,A_M2_negPFP_03,3.41,717.1461,Bonus,[M-H]-,XUDCXSSDAZIAPT-IFVSHKQPSA-N,C1=CC(=CC=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)C4=C(C=C(C5=C4OC(=CC5=O)C6=CC(=C(C=C6)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)O
500,E_M17_posPFP_01,4.09,243.1016,Bonus,[M+H]+,ADFCQWZHKCXPAJ-LBPRGKRZSA-N,C1C(COC2=C1C=CC(=C2)O)C3=CC=C(C=C3)O
