,Challenge,InChIkey,PubChem CID,ChemSpider ID,InChI,SMILES,ION_MODE,PRECURSOR_MZ
116,challenge-116,RATQVALKDAUZBW-UHFFFAOYSA-N,5153644,4326748,"InChI=1S/C34H28O22/c35-14-1-10(2-15(36)23(14)43)30(48)52-9-22-27(47)28(54-31(49)11-3-16(37)24(44)17(38)4-11)29(55-32(50)12-5-18(39)25(45)19(40)6-12)34(53-22)56-33(51)13-7-20(41)26(46)21(42)8-13/h1-8,22,27-29,34-47H,9H2/t22-,27-,28+,29-,34+/m1/s1",c1c(c(c(cc1C(=O)OC[C@H]1O[C@@H](OC(=O)c2cc(c(c(c2)O)O)O)[C@H](OC(=O)c2cc(c(c(c2)O)O)O)[C@@H](OC(=O)c2cc(c(c(c2)O)O)O)[C@@H]1O)O)O)O,NEGATIVE,787.0999
117,challenge-117,KLKLIUIRQAMTAJ-UHFFFAOYSA-N,12084958,10284961,"InChI=1S/C30H22O10/c31-16-5-1-14(2-6-16)25(15-3-7-17(32)8-4-15)26(30(39)27-21(35)9-18(33)10-22(27)36)20-13-40-24-12-19(34)11-23(37)28(24)29(20)38/h1-13,25-26,31-37H",c1(cc(c2c(c1)occ(c2=O)C(C(c1ccc(cc1)O)c1ccc(cc1)O)C(=O)c1c(cc(cc1O)O)O)O)O,NEGATIVE,541.114
118,challenge-118,IHGAMZBDEOTTEW-UHFFFAOYSA-N,57509548,NA,"InChI=1S/C23H22O13/c1-32-12-5-8(3-4-10(12)24)19-20(33-2)15(26)14-11(25)6-9(7-13(14)35-19)34-23-18(29)16(27)17(28)21(36-23)22(30)31/h3-7,16-18,21,23-25,27-29H,1-2H3,(H,30,31)",c1(cc(c2c(c1)oc(c(c2=O)OC)c1cc(c(cc1)O)OC)O)OC1OC(C(C(C1O)O)O)C(=O)O,NEGATIVE,505.0988
119,challenge-119,PCSZTTAMZGNQNB-UHFFFAOYSA-N,44715831,NA,"InChI=1S/C15H18O6/c1-15(2,19)14(18)13(17)9-6-8-4-5-12(16)21-10(8)7-11(9)20-3/h4-7,13-14,17-19H,1-3H3",C(C(C(C)(C)O)O)(O)c1c(cc2c(c1)ccc(=O)o2)OC,NEGATIVE,293.1031
120,challenge-120,IJOCZMKYIFYFQK-UHFFFAOYSA-N,24096422,NA,"InChI=1S/C20H30O6/c1-11-4-7-19(3)14(9-13(21)16(23)20(19)10-25-20)18(11,2)6-5-12-8-15(22)26-17(12)24/h8,11,13-16,21-23H,4-7,9-10H2,1-3H3",C1(C(O)C2(C3(C(C1)C(C(CC3)C)(C)CCC1=CC(OC1=O)O)C)CO2)O,NEGATIVE,365.197
121,challenge-121,AFYIWKNGSIYXCQ-VMPITWQZSA-N,5862036,4726254,"InChI=1S/C36H42O19/c1-15(50-23(39)8-5-16-3-6-17(7-4-16)51-34-29(44)27(42)25(40)21(12-37)52-34)19-11-36(55-32(19)47)10-9-18-20(31(46)48-2)14-49-33(24(18)36)54-35-30(45)28(43)26(41)22(13-38)53-35/h3-11,14-15,18,21-22,24-30,33-35,37-38,40-45H,12-13H2,1-2H3/b8-5+/t15-,18+,21+,22+,24+,25+,26+,27-,28-,29+,30+,33-,34+,35-,36?/m0/s1",O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)c1ccc(/C=C/C(=O)O[C@H](C2=CC3(OC2=O)[C@H]2[C@H](O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)CO)OC=C([C@H]2C=C3)C(=O)OC)C)cc1,NEGATIVE,777.2248
122,challenge-122,SNGHLUWTFLYPMT-UHFFFAOYSA-N,329789,292147,"InChI=1S/C26H28O9/c1-22(2)17-16(28)18(29)24(4)13(25(17)11-32-15(27)9-14(25)34-22)5-7-23(3)19(12-6-8-31-10-12)33-21(30)20-26(23,24)35-20/h6,8,10,13-14,19-20,28H,5,7,9,11H2,1-4H3/t13?,14-,19-,20+,23-,24-,25-,26+/m0/s1",OC1=C2C(O[C@@H]3[C@@]2(C2[C@@](C1=O)([C@]14[C@@](CC2)([C@@H](OC(=O)[C@H]1O4)c1cocc1)C)C)COC(=O)C3)(C)C,NEGATIVE,483.1661
123,challenge-123,QXAYVHFIMKYRKA-UHFFFAOYSA-N,57509452,NA,"InChI=1S/C20H26O4/c1-13-3-7-20-12-24-18(22)16(20)9-15(21)10-17(20)19(13,2)6-4-14-5-8-23-11-14/h5,8-9,11,13,15,17,21H,3-4,6-7,10,12H2,1-2H3",C1(C=C2C3(C(C1)C(C(CC3)C)(CCc1cocc1)C)COC2=O)O,NEGATIVE,329.1758
124,challenge-124,IKHAPHPJWABCCU-WGSZPKJISA-N,10908643,NA,"InChI=1S/C39H38O12/c1-46-32-23-28(12-17-31(32)42)38(45)35(24-50-37(44)19-11-26-8-15-30(41)16-9-26)51-39-33(47-2)21-27(22-34(39)48-3)5-4-20-49-36(43)18-10-25-6-13-29(40)14-7-25/h4-19,21-23,35,38,40-42,45H,20,24H2,1-3H3/b5-4+,18-10+,19-11+",c1(c(c(cc(c1)/C=C/COC(=O)/C=C/c1ccc(cc1)O)OC)OC(C(c1ccc(c(c1)OC)O)O)COC(=O)/C=C/c1ccc(cc1)O)OC,NEGATIVE,697.229
125,challenge-125,AWTYKUNFPBFFHC-UHFFFAOYSA-N,57509528,NA,"InChI=1S/C26H34O12/c1-34-18-7-12(3-5-16(18)29)21(30)15-11-36-25(14(15)9-27)13-4-6-17(19(8-13)35-2)37-26-24(33)23(32)22(31)20(10-28)38-26/h3-8,14-15,20-33H,9-11H2,1-2H3",C1C(C(C(O1)c1ccc(c(c1)OC)OC1OC(C(C(C1O)O)O)CO)CO)C(O)c1ccc(c(c1)OC)O,NEGATIVE,537.1977
126,challenge-126,KGNAXTMQQANFON-UHFFFAOYSA-N,60208884,NA,"InChI=1S/C48H60N6O16/c1-24-42(61)51-31(16-18-38(56)57)46(65)52(3)32(19-26-7-12-29(67-6)13-8-26)44(63)50-25(2)45(64)54(5)34-20-27-9-14-30(15-10-27)68-36-22-28(21-33(43(62)49-24)53(4)47(34)66)11-17-35(36)69-48-41(60)40(59)39(58)37(23-55)70-48/h7-15,17,22,24-25,31-34,37,39-41,48,55,58-60H,16,18-21,23H2,1-6H3,(H,49,62)(H,50,63)(H,51,61)(H,56,57)",N1C(=O)C2N(C(=O)C(N(C(=O)C(NC(=O)C(N(C(=O)C(NC(=O)C1C)CCC(=O)O)C)Cc1ccc(cc1)OC)C)C)Cc1ccc(cc1)Oc1cc(ccc1OC1OC(C(C(C1O)O)O)CO)C2)C,NEGATIVE,975.3993
127,challenge-127,ISQUNAAALVXWGI-DFTZOVBQSA-N,14610541,17216190,"InChI=1S/C32H52O14/c1-6-32(5,12-8-11-17(2)9-7-10-18(3)13-20(35)14-19(4)29(41)42)46-31-28(26(39)24(37)22(16-34)44-31)45-30-27(40)25(38)23(36)21(15-33)43-30/h6,10-11,14,20-28,30-31,33-40H,1,7-9,12-13,15-16H2,2-5H3,(H,41,42)/b17-11+,18-10+,19-14+/t20?,21-,22-,23-,24-,25+,26+,27-,28-,30+,31+,32?/m1/s1",OC(=O)/C(=C/C(C/C(=C/CC/C(=C/CCC(C=C)(C)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)O)O)CO)/C)/C)O)/C,NEGATIVE,659.3284
128,challenge-128,XWFQRXGYJJOFCO-UHFFFAOYSA-N,56776287,NA,"InChI=1S/C20H22O9/c21-8-16-17(25)18(26)20(29-16)27-11-5-13(23)12-7-14(24)19(28-15(12)6-11)9-1-3-10(22)4-2-9/h1-6,14,16-26H,7-8H2",c1(cc(c2c(c1)OC(C(C2)O)c1ccc(cc1)O)O)OC1OC(C(C1O)O)CO,NEGATIVE,405.1191
129,challenge-129,IBLPTYJTKWQCDX-UHFFFAOYSA-N,14807364,NA,"InChI=1S/C28H40O6/c1-14(2)11-19(20-24(32)15(12-29)23(31)16(13-30)25(20)33)27(5)9-7-18-22(27)21-17(26(21,3)4)8-10-28(18,6)34/h12-14,17-19,21-22,31-34H,7-11H2,1-6H3",C12C(C3C(CCC1(C)O)C3(C)C)C(CC2)(C)C(CC(C)C)c1c(c(c(c(c1O)C=O)O)C=O)O,NEGATIVE,471.2752
130,challenge-130,HBCGNAJUSBIBGA-UHFFFAOYSA-N,45359703,NA,"InChI=1S/C46H76O18/c1-19(2)20(3)13-28(61-44-41(58)37(54)34(51)30(17-48)63-44)21(4)25-9-10-26-24-8-7-22-14-23(15-32(49)46(22,6)27(24)11-12-45(25,26)5)60-43-40(57)38(55)35(52)31(64-43)18-59-42-39(56)36(53)33(50)29(16-47)62-42/h7,21,23-44,47-58H,8-18H2,1-6H3",C1C(CC2=CCC3C(C2(C1O)C)CCC1(C3CCC1C(C(CC(=C(C)C)C)OC1OC(C(O)C(O)C1O)CO)C)C)OC1OC(C(O)C(O)C1O)COC1OC(C(O)C(O)C1O)CO,NEGATIVE,915.4959
131,challenge-131,SDRRSTAVRUERNC-QPJJXVBHSA-N,6450095,4952732,"InChI=1S/C35H46O20/c1-14-24(43)27(46)32(55-34-28(47)26(45)25(44)21(12-36)51-34)35(50-14)54-31-29(48)33(49-9-8-16-3-6-18(39)20(41)11-16)52-22(13-37)30(31)53-23(42)7-4-15-2-5-17(38)19(40)10-15/h2-7,10-11,14,21-22,24-41,43-48H,8-9,12-13H2,1H3/b7-4+/t14-,21+,22+,24-,25+,26-,27+,28+,29+,30+,31+,32+,33+,34-,35-/m0/s1",O[C@H]1[C@@H](O[C@@H]([C@@H](O)[C@@H]1O)CO)O[C@H]1[C@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(c(c3)O)O)O[C@@H]([C@H]2OC(=O)/C=C/c2ccc(c(c2)O)O)CO)O[C@H]([C@H](O)[C@H]1O)C,NEGATIVE,785.251
132,challenge-132,RNPABQVCNAUEIY-UHFFFAOYSA-N,409814,362684,"InChI=1S/C27H43NO8/c1-12-4-5-17-24(3,33)19-13(11-28(17)10-12)14-9-25-21(26(14,34)22(32)20(19)31)15(29)8-16-23(25,2)7-6-18(30)27(16,35)36-25/h12-22,29-35H,4-11H2,1-3H3/t12-,13-,14-,15+,16-,17-,18-,19+,20+,21+,22-,23-,24+,25+,26-,27-/m0/s1",C1[C@@H]([C@@]2([C@@H]3[C@](C1)([C@@]1([C@@H]([C@@H](C3)O)[C@]3([C@@H](C1)[C@H]1[C@H]([C@H]([C@@H]3O)O)[C@@]([C@H]3N(C1)C[C@H](CC3)C)(O)C)O)O2)C)O)O,POSITIVE,510.3061
133,challenge-133,PSFMBXYUQFAGAM-QPJJXVBHSA-N,45783211,NA,"InChI=1S/C35H46O20/c1-14-24(42)28(46)32(55-34-29(47)27(45)25(43)21(12-36)52-34)35(51-14)54-31-26(44)22(13-50-23(41)7-4-15-2-5-17(37)19(39)10-15)53-33(30(31)48)49-9-8-16-3-6-18(38)20(40)11-16/h2-7,10-11,14,21-22,24-40,42-48H,8-9,12-13H2,1H3/b7-4+",C1(C(C(C(C(O1)OC1C(C(C(OC1OC1C(C(OC(C1O)OCCc1ccc(c(c1)O)O)COC(=O)/C=C/c1cc(c(cc1)O)O)O)C)O)O)O)O)O)CO,POSITIVE,787.2655
134,challenge-134,QDFJNOVWEADTGJ-UHFFFAOYSA-N,44257459,NA,"InChI=1S/C16H14O5/c1-19-12-5-4-10-15-11(7-20-16(10)14(12)18)9-3-2-8(17)6-13(9)21-15/h2-6,11,15,17-18H,7H2,1H3/t11-,15-/m0/s1",c1c(c(c2c(c1)[C@H]1[C@@H](CO2)c2c(O1)cc(cc2)O)O)OC,POSITIVE,287.0914
135,challenge-135,GWVCYAYKRPLWGK-AAMZJHKISA-N,23872020,NA,"InChI=1S/C20H32O4/c1-16(2)7-4-11-19(20(23)24)12-6-9-17(3)8-5-10-18(15-22)13-14-21/h7-8,12-13,21-22H,4-6,9-11,14-15H2,1-3H3,(H,23,24)/b17-8+,18-13-,19-12+",CC(=CCC/C(=C\CC/C(=C/CC/C(=C/CO)/CO)/C)/C(=O)O)C,POSITIVE,337.2373
136,challenge-136,VYQXIUVIYICVCM-UHFFFAOYSA-N,10466989,8642400,"InChI=1S/C15H16O3/c1-18-15-9-12(8-14(17)10-15)6-5-11-3-2-4-13(16)7-11/h2-4,7-10,16-17H,5-6H2,1H3",c1c(cc(cc1O)CCc1cccc(c1)O)OC,POSITIVE,245.1172
137,challenge-137,UZIOUZHBUYLDHW-UHFFFAOYSA-N,4483443,3681299,"InChI=1S/C42H72O14/c1-20(2)10-9-13-42(8,52)21-11-15-40(6)28(21)22(45)16-26-39(5)14-12-27(46)38(3,4)35(39)23(17-41(26,40)7)53-37-34(32(50)30(48)25(19-44)55-37)56-36-33(51)31(49)29(47)24(18-43)54-36/h10,21-37,43-52H,9,11-19H2,1-8H3/t21-,22+,23-,24+,25+,26?,27-,28-,29+,30+,31-,32-,33+,34+,35-,36-,37+,39+,40+,41+,42-/m0/s1",O([C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]1[C@H]2C([C@H](CC[C@@]2(C2[C@@](C1)([C@]1([C@H]([C@@H](C2)O)[C@H](CC1)[C@@](CCC=C(C)C)(C)O)C)C)C)O)(C)C)CO)O)O,POSITIVE,801.4995
138,challenge-138,PHKSUFCCGLWIMC-UHFFFAOYSA-N,12310371,NA,"InChI=1S/C20H28O4/c1-14-6-10-20(13-21)16(18(22)23)4-3-5-17(20)19(14,2)9-7-15-8-11-24-12-15/h4,8,11-12,14,17,21H,3,5-7,9-10,13H2,1-2H3,(H,22,23)",C12(C(=CCCC1C(CCc1cocc1)(C(CC2)C)C)C(=O)O)CO,POSITIVE,333.206
139,challenge-139,GARAEILXWIXANX-UHFFFAOYSA-N,538903,469292,"InChI=1S/C34H41NO16/c1-14-15(2)29(42)50-27-24(47-17(4)37)28(49-19(6)39)33(13-45-16(3)36)26(48-18(5)38)23(40)21-25(41)34(33,32(27,8)44)51-31(21,7)12-46-30(43)20-10-9-11-35-22(14)20/h9-11,14-15,21,24-28,41,44H,12-13H2,1-8H3/t14-,15-,21+,24-,25+,26+,27-,28-,31-,32-,33+,34-/m0/s1",[C@@H]1([C@H]2[C@]([C@]34[C@@]([C@H]1OC(=O)C)([C@@H](C(=O)[C@H]([C@H]3O)[C@](O4)(C)COC(=O)c1c(nccc1)[C@H]([C@@H](C(=O)O2)C)C)OC(=O)C)COC(=O)C)(C)O)OC(=O)C,POSITIVE,720.2498
140,challenge-140,JKZMYBLUKAMPKM-UHFFFAOYSA-N,625481,543351,"InChI=1S/C16H17NO4/c18-13-2-10-11-6-17(12(10)4-14(13)19)5-8-1-15-16(3-9(8)11)21-7-20-15/h1-3,11-14,18-19H,4-7H2",c12c(cc3c(c1)CN1C4C(=CC(C(C4)O)O)C3C1)OCO2,POSITIVE,288.123
141,challenge-141,XKXZAYIPFRBKHT-UHFFFAOYSA-N,56776388,NA,"InChI=1S/C20H30O5/c1-12(9-17(22)23)5-7-19(3)13(2)6-8-20(4)15(18(24)25)10-14(21)11-16(19)20/h10,12-13,16H,5-9,11H2,1-4H3,(H,22,23)(H,24,25)",C1(=O)C=C(C2(C(C1)C(C(CC2)C)(CCC(C)CC(=O)O)C)C)C(=O)O,POSITIVE,351.2166
142,challenge-142,BZYKNVLTMWYEFA-UHFFFAOYSA-N,53396784,NA,"InChI=1S/C19H20O10/c20-6-11-15(25)17(27)18(28)19(29-11)13-10(23)5-9(22)12(16(13)26)14(24)7-1-3-8(21)4-2-7/h1-5,11,15,17-23,25-28H,6H2/t11-,15-,17+,18-,19+/m1/s1",O[C@H]1[C@@H](O[C@@H]([C@@H](O)[C@@H]1O)CO)c1c(cc(c(c1O)C(=O)c1ccc(cc1)O)O)O,POSITIVE,409.1129
143,challenge-143,IOGFBFUSBVLQMS-UHFFFAOYSA-N,98332,88795,"InChI=1S/C15H18O4/c1-8-4-5-10-9(2)14(17)18-13(10)15(3)11(8)6-7-12(16)19-15/h10,13H,2,4-7H2,1,3H3/t10-,13+,15+/m0/s1",C1(=C2[C@]([C@H]3[C@@H](CC1)C(=C)C(=O)O3)(OC(=O)CC2)C)C,POSITIVE,263.1278
144,challenge-144,TXVHSAPNXGBCKX-JQIJEIRASA-N,5324544,4482064,"InChI=1S/C16H12O4/c1-19-11-7-8-12-13(9-11)20-16(15(12)18)14(17)10-5-3-2-4-6-10/h2-9,17H,1H3/b16-14+",C\1(=C(/c2ccccc2)\O)/Oc2c(C1=O)ccc(c2)OC,POSITIVE,269.0808
145,challenge-145,DLHZVTVUHATYAU-UHFFFAOYSA-N,45359774,NA,"InChI=1S/C19H22O5/c1-11-3-5-19(22)12(2)7-14(20)8-16(19)18(11)9-15(24-17(18)21)13-4-6-23-10-13/h4,6-7,10-11,15-16,22H,3,5,8-9H2,1-2H3",O1C(CC2(C1=O)C1CC(=O)C=C(C1(CCC2C)O)C)c1cocc1,POSITIVE,331.154
146,challenge-146,LIVNOUBJFOXZOR-UHFFFAOYSA-N,22298424,20058524,"InChI=1S/C16H22O9/c1-23-9-4-2-8(3-5-12(18)19)10(6-9)24-16-15(22)14(21)13(20)11(7-17)25-16/h2,4,6,11,13-17,20-22H,3,5,7H2,1H3,(H,18,19)/t11-,13-,14+,15-,16-/m1/s1",O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)c1cc(ccc1CCC(=O)O)OC,POSITIVE,359.1337
147,challenge-147,VOIMPDXOQJYVDI-UHFFFAOYSA-N,97315,87838,"InChI=1S/C18H23NO4/c1-21-13-7-11-9-19-5-4-10-6-15(23-3)18(20)16(17(10)19)12(11)8-14(13)22-2/h6-8,15-18,20H,4-5,9H2,1-3H3/t15-,16-,17+,18+/m0/s1",[C@H]12c3c(CN4[C@@H]1C(=C[C@@H]([C@H]2O)OC)CC4)cc(c(c3)OC)OC,POSITIVE,318.17
148,challenge-148,GVVXPMORGFYVOO-UHFFFAOYSA-N,267400,235026,"InChI=1S/C19H21NO4/c1-22-15-9-12-11(7-14(15)21)6-13-17-10(4-5-20-13)8-16(23-2)19(24-3)18(12)17/h7-9,13,20-21H,4-6H2,1-3H3",c1(c(c2c3c(c1)CCNC3Cc1c2cc(c(c1)O)OC)OC)OC,POSITIVE,328.1543
149,challenge-149,LXAMCLNOVGHDMD-UHFFFAOYSA-N,23815373,NA,"InChI=1S/C47H74O16/c1-21-29(50)31(52)33(54)40(59-21)61-35-34(55)36(38(56)57)62-41(37(35)63-39-32(53)30(51)24(48)20-58-39)60-28-13-14-45(7)25(43(28,4)5)12-15-47(9)26(45)11-10-22-23-18-42(2,3)19-27(49)44(23,6)16-17-46(22,47)8/h10-11,21,24-37,39-41,48-55H,12-20H2,1-9H3,(H,56,57)",C1(C(C(C(C(O1)OC1C(C(OC(C1OC1C(C(C(CO1)O)O)O)OC1CCC2(C(C1(C)C)CCC1(C2C=CC2=C3C(CCC12C)(C(CC(C3)(C)C)O)C)C)C)C(=O)O)O)O)O)O)C,POSITIVE,895.505
150,challenge-150,FFDULTAFAQRACT-UHFFFAOYSA-N,226371,NA,"InChI=1S/C34H46O18/c1-43-17-5-13(6-18(44-2)31(17)51-33-27(41)25(39)23(37)21(9-35)49-33)29-15-11-48-30(16(15)12-47-29)14-7-19(45-3)32(20(8-14)46-4)52-34-28(42)26(40)24(38)22(10-36)50-34/h5-8,15-16,21-30,33-42H,9-12H2,1-4H3/t15-,16-,21+,22+,23+,24+,25-,26-,27+,28+,29-,30-,33-,34-/m0/s1",O([C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)CO)c1c(cc([C@@H]2OC[C@H]3[C@@H]2CO[C@H]3c2cc(c(O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO)c(c2)OC)OC)cc1OC)OC,POSITIVE,743.2757
151,challenge-151,WDMQLCVSWBENIY-UHFFFAOYSA-N,336014,297781,"InChI=1S/C21H30O13/c1-7-5-10(23)21(34-20-17(29)14(26)12(24)8(2)31-20)3-4-30-18(11(7)21)33-19-16(28)15(27)13(25)9(6-22)32-19/h3-5,8-9,11-20,22,24-29H,6H2,1-2H3/t8-,9+,11-,12-,13+,14+,15-,16+,17+,18-,19-,20-,21+/m0/s1",[C@@]12([C@H]([C@@H](OC=C1)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)C(=CC2=O)C)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O,POSITIVE,491.1759
152,challenge-152,PKZLCDIEFSFXDK-UHFFFAOYSA-N,14585037,NA,"InChI=1S/C44H68O19/c1-19-39(63-41-38(53)36(51)34(49)29(62-41)18-57-40-37(52)35(50)33(48)28(16-45)61-40)26(55-5)14-31(58-19)60-23-8-10-42(3)22(13-23)6-7-25-24(42)9-11-43(4)32(21-12-30(47)56-17-21)27(59-20(2)46)15-44(25,43)54/h12,19,22-29,31-41,45,48-54H,6-11,13-18H2,1-5H3/t19-,22?,23+,24?,25?,26-,27+,28-,29-,31+,32+,33-,34-,35+,36+,37-,38-,39+,40-,41?,42+,43-,44?/m1/s1",C1[C@@H](CC2[C@](C1)(C1C(CC2)C2([C@](CC1)([C@H]([C@H](C2)OC(=O)C)C1=CC(=O)OC1)C)O)C)O[C@@H]1O[C@@H]([C@@H]([C@@H](C1)OC)OC1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO)C,POSITIVE,901.4428
153,challenge-153,JSXYBZIRJXMIMK-UHFFFAOYSA-N,57509504,NA,"InChI=1S/C20H30O4/c1-5-17(2)11-14(21)20(12-17)10-7-13-18(3,15(20)22)8-6-9-19(13,4)16(23)24/h5,13-14,21H,1,6-12H2,2-4H3,(H,23,24)",C1CC(C2C(C1)(C(=O)C1(CC2)C(CC(C1)(C)C=C)O)C)(C)C(=O)O,POSITIVE,335.2217
154,challenge-154,IBIPGYWNOBGEMH-UHFFFAOYSA-N,233330,203427,"InChI=1S/C18H22O11/c1-6(20)25-4-7-2-9-12-8(16(24)27-9)5-26-17(11(7)12)29-18-15(23)14(22)13(21)10(3-19)28-18/h2,5,9-15,17-19,21-23H,3-4H2,1H3/t9-,10+,11+,12-,13+,14-,15+,17-,18-/m0/s1",[C@H]1(OC=C2[C@@H]3[C@H]1C(=C[C@@H]3OC2=O)COC(=O)C)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO,POSITIVE,415.1235
155,challenge-155,IJRBORPEVKCEQD-UHFFFAOYSA-N,12312687,NA,"InChI=1S/C28H46O7/c1-15(24(2,3)33)11-23(32)27(6,34)22-8-10-28(35)17-12-19(29)18-13-20(30)21(31)14-25(18,4)16(17)7-9-26(22,28)5/h12,15-16,18,20-23,30-35H,7-11,13-14H2,1-6H3/t15-,16?,18+,20-,21+,22+,23-,25-,26-,27-,28-/m1/s1",[C@H]1([C@@H](C[C@@H]2[C@](C1)(C1C(=CC2=O)[C@]2([C@](CC1)([C@H](CC2)[C@](O)(C)[C@@H](C[C@H](C(C)(C)O)C)O)C)O)C)O)O,POSITIVE,495.3316
156,challenge-156,XVMMEYCPXZYLAI-UHFFFAOYSA-N,11174076,9349168,"InChI=1S/C16H12O6/c1-21-9-4-2-8(3-5-9)12-6-10(17)14-13(22-12)7-11(18)15(19)16(14)20/h2-7,18-20H,1H3",c1(c(c(c2c(c1)oc(cc2=O)c1ccc(cc1)OC)O)O)O,POSITIVE,301.0707
157,challenge-157,UUZWMJQAEYBHAO-UHFFFAOYSA-N,13995409,NA,"InChI=1S/C15H22O4/c1-14(2)4-9-11(6-14)15(3,18)5-8-10(12(9)16)7-19-13(8)17/h9,11-12,16,18H,4-7H2,1-3H3",C12=C(C(=O)OC1)CC(C1C(C2O)CC(C1)(C)C)(C)O,POSITIVE,267.1591
158,challenge-158,IHFBPDAQLQOCBX-UHFFFAOYSA-N,5281628,4444947,"InChI=1S/C16H12O6/c1-21-16-11(19)7-13-14(15(16)20)10(18)6-12(22-13)8-2-4-9(17)5-3-8/h2-7,17,19-20H,1H3",c1(c(c(c2c(c1)oc(cc2=O)c1ccc(cc1)O)O)OC)O,POSITIVE,301.0707
159,challenge-159,PASZRDILCDRSOZ-UHFFFAOYSA-N,56776297,NA,"InChI=1S/C20H24O4/c1-24-20(13-7-16-4-10-18(22)11-5-16)14-19(23)12-6-15-2-8-17(21)9-3-15/h2-5,8-11,20-22H,6-7,12-14H2,1H3",c1c(ccc(c1)CCC(CC(=O)CCc1ccc(cc1)O)OC)O,POSITIVE,329.1747
160,challenge-160,LLEMMFPELBNINR-UHFFFAOYSA-N,4155678,3367711,"InChI=1S/C19H28O11/c20-6-10-12(21)14(23)16(25)19(29-10)28-8-11-13(22)15(24)17(26)18(30-11)27-7-9-4-2-1-3-5-9/h1-5,10-26H,6-8H2/t10-,11-,12-,13-,14+,15+,16-,17-,18-,19-/m1/s1",c1cccc(c1)CO[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO,POSITIVE,433.1704
161,challenge-161,RTNGMIUMJUOABT-BUHFOSPRSA-N,6064901,20078301,"InChI=1S/C15H14O5/c1-17-10-8-11(16)19-13(10)14(18-2)15-12(20-15)9-6-4-3-5-7-9/h3-8,12,15H,1-2H3/b14-13+/t12-,15+/m0/s1",[C@@H]1([C@@H](O1)/C(=C\1/C(=CC(=O)O1)OC)/OC)c1ccccc1,POSITIVE,275.0914
162,challenge-162,FDLLEBFMOIHMNM-UHFFFAOYSA-N,14807501,NA,"InChI=1S/C19H20O6/c1-9(2)17(21)24-14-8-19(5)15(20)7-12(25-19)10(3)6-13-16(14)11(4)18(22)23-13/h7,13-14,16H,1,3-4,6,8H2,2,5H3",C1=C2C(=C)CC3C(C(CC(C1=O)(C)O2)OC(=O)C(=C)C)C(=C)C(=O)O3,POSITIVE,345.1333
163,challenge-163,FBRKYRSUSJWLHH-UHFFFAOYSA-N,15560508,NA,"InChI=1S/C29H38N2O4/c1-6-18-17-31-10-8-20-14-27(33-3)29(35-5)16-23(20)25(31)12-21(18)11-24-22-15-28(34-4)26(32-2)13-19(22)7-9-30-24/h13-16,18,21,25H,6-12,17H2,1-5H3",c1(c(cc2c(c1)CCN1C2CC(C(C1)CC)CC1=NCCc2c1cc(c(c2)OC)OC)OC)OC,POSITIVE,479.2904
164,challenge-164,NVXJDQXVTHYURW-UHFFFAOYSA-N,14312974,NA,"InChI=1S/C15H22O4/c1-8-10(16)4-5-14(3)6-7-15(18)9(2)13(17)19-12(15)11(8)14/h9-10,12,16,18H,4-7H2,1-3H3",C1C(C(=C2C(C1)(CCC1(C2OC(=O)C1C)O)C)C)O,POSITIVE,267.1591
165,challenge-165,OZDABLANSWPSGY-UHFFFAOYSA-N,14539974,NA,"InChI=1S/C29H38O14/c1-12(2)8-9-15-18(27(38)39-3)26(43-29-24(37)22(35)20(33)17(11-31)41-29)14-7-5-4-6-13(14)25(15)42-28-23(36)21(34)19(32)16(10-30)40-28/h4-8,16-17,19-24,28-37H,9-11H2,1-3H3",C1(C(C(C(C(O1)Oc1c2ccccc2c(OC2C(C(C(C(O2)CO)O)O)O)c(c1C(=O)OC)CC=C(C)C)O)O)O)CO,POSITIVE,611.2334
